F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Class
-1.14,1,-4.6106,2629.11,0,1.4077,3.563,-4.0067,9095.64,-12.2301,-5821.83,40.066,7.51688,-4.978,-1643.36,-96927.156,-12.7692,8442.63,886.41,-12.04,False
-1.14,1,-3.5304,2223.93,0,3.794,3.0694,-4.3173,8132.84,-12.0006,-6373.33,52.486,10.426,-4.882,-2919.76,-96858.08,-13.986,9346.23,135.023,-13.9,True
-1.14,0,-3.8346,1161.51,0,1.6927,2.96103,-3.834,7499.64,-10.75656,-5610.53,112.22,7.9174,-6.316,-3162.96,-96953.66,-11.9346,15499.53,-170.89,-10.49,False
-4.14,0,-5.0012,2009.91,0,1.4072,3.6355,-4.4736,8085.64,-16.584,-5437.642,42,9.3724,-5.763,-3694.36,-96893.86,-15.15,9777.159,-101.29,,True
-4.14,0,-10.314,2062.128,0,1.9314,5.858,-4.423,8289.04,-13.3245,-5535.44,38.634,7.9664,-7.61,-3841.98,-96988.3,-12.5349,10000.17,329.21,-14.24,False
-4.14,1,-4.2718,2292.24,1,3.208,2.962585,-5.419,8038.04,-11.3682,-5179.23,47.884,9.3118,-4.7244,-3722.96,-96906.912,-15.429,8370.63,109.67,,False
-4.14,1,-5.81,1956.09,0,1.09049,4.873,-3.9973,8536.34,-11.6664,-6413.93,58.38,7.57554,-4.4758,-3162.56,-96878.78,-15.195,10441.23,-519.59,-14.26,True
-1.14,1,-3.8036,2535.81,0,2.233,5.743,-3.9663,7903.04,-12.5091,-5431.78,73.46,7.67056,-6.902,-5217.96,-96662,-13.629,10271.43,359.61,-12.72,True
-4.14,1,-3.8218,2411.61,1,3.491,4.84,-4.4405,8945.84,-11.9478,-5443.203,51.306,7.7472,-4.9726,-3101.36,-96751.12,-12.4593,8892.03,117.1,-13,False
-4.14,0,-9.036,2107.56,1,1.5673,3.0674,-5.999,11224.64,-11.8212,-5392.4,99.96,9.954,-8.644,-3989.56,-97042.74,-10.9134,10007.07,524.01,-11.42,False
-1.14,1,-9.74,2028.651,1,2.389,3.02937,-4.141,8705.64,-12.8337,-5531.76,44.222,9.72,-7.01,-4184.16,-97111.54,-19.557,10611.93,271.51,,True
-1.14,1,-3.25616,-2192.19,0,3.194,3.00181,-7.134,8344.58,-11.9946,-5469.06,45.138,7.61908,-8.488,-3922.466,-202457.8,-12.432,10793.73,49.94,,False
-4.14,1,-8.55,2058.267,0,1.3311,3.8182,-3.7842,8146.44,-12.4296,-5499.79,43.076,9.504,-8.386,-4698.56,-96934.652,-15.879,10238.13,605.71,-15.18,True
-4.14,1,-3.538,1567.71,0,1.5571,2.961109,-3.9845,8731.84,-12.3789,-6658.63,71.68,9.3982,-4.43206,-2873.36,-97088.32,-13.902,10084.83,31.65,-12.92,True
-1.14,0,-7.722,1969.86,0,1.3577,3.3655,-3.8535,6649.44,-11.9238,-5273.43,56.82,8.8232,-4.925,-4096.02,-96932.558,-12.0747,10334.73,-436.39,,True
-4.14,0,-6.838,2132.13,0,4.466,3.4077,-4.481,8608.66,-12.8772,-5657.83,64.02,10.756,-4.4373,-3721.56,-97063.52,-13.779,9719.25,179.98,,False
-4.14,0,-7.022,2134.71,0,1.09738,2.962346,-4.4809,6194.64,-10.73001,-5671.13,44.16,8.076,-6.268,-3127.96,-96941.86,-11.2614,4420.53,1141.61,,True
-1.14,0,-4.1306,1925.31,1,2.961,3.9379,-3.7898,8532.1,-14.448,-5421.94,39.742,8.575,-7.088,-4240.96,-96872.1,-14.502,10045.14,128.62997,,False
-4.14,0,-6.784,2061.303,0,1.5778,2.97222,-4.6232,7351.44,-10.9308,-5417.14,35.424656,9.56,-7.702,-4294.76,-96823.06,-12.4731,12233.43,325.51,,True
-1.14,0,-3.7474,2221.92,1,1.4853,5.083,-4.821,8405.32,-11.4423,-6201.83,97.68,8.4104,-4.5284,-3922.318,-96906.72,-11.07,10625.13,475.21,,False
-4.14,0,-3.30984,2239.05,0,2.405,3.6061,-4.5583,8484.9,-11.7426,-5374.93,36.0472,9.3112,-6.994,-4187.76,-97188,-13.4205,10669.23,188.58,-13.58,False
-4.14,1,-11.08,2060.502,0,2.576,4.286,-3.8795,8714.24,-13.3911,-5272.23,42.818,7.703,-4.5038,-2733.56,-96814.84,-11.6298,9690.93,144.54,,False
-1.14,1,-3.5084,3367.11,1,1.8841,3.3024,-4.943,8467.96,-14.436,-5416.62,57.54,11.082,-4.4762,-3714.16,-96972.42,-19.938,9569.13,339.81,-11.61,False
-4.14,1,-3.3119,6096.81,1,2.729,3.0655,-4.977,8276.46,-14.514,-5542.41,59.86,8.2154,-6.2228,-3967.08,-96918.706,-23.565,9664.26,355.11,,True
-1.14,0,-3.31766,5697.81,0,1.196,3.3973,-4.5055,8681.64,-11.3379,-5444.216,47.134,8.5558,-12.978,-3475.36,-96920.206,-14.79,8316.93,1357.61,-11.88,False
-4.14,0,-5.812,2136.66,1,1.3164,3.4958,-5.022,5668.64,-12.5835,-5183.63,40.73,9.668,-4.7844,-4265.36,-96793.22,-11.0466,10340.13,897.31,-10.79,False
-4.14,1,-7.214,2126.01,1,1.3347,6.576,-3.9286,8872.84,-12.0057,-5677.73,52.742,12.298,-5.8418,220.64,-96876.66,-14.409,8309.13,88.79,,True
-1.14,0,-8.206,2173.53,0,1.853,3.4132,-4.1902,8700.04,-13.1034,-5769.13,48.324,9.382,-4.9516,-2866.76,-96907.696,-14.586,9210.63,449.71,,False
-1.14,1,-5.512,2054.217,0,1.3844,2.96562,-3.9048,7534.04,-13.596,-5600.03,79.84,9.1744,-6.494,-979.36,-96893.58,-12.8139,9363.63,-221.79,-12.66,True
-1.14,1,-7.432,2196,0,1.2256,4.274,-3.7667,7488.24,-12.0051,-5060.83,50.622,8.0084,-4.40948,-1789.36,-96904.278,-13.2801,8749.53,951.71,,True
-1.14,1,-4.7634,2148.54,1,1.3026,3.03819,-4.0117,8552.04,-12.4089,-6157.63,60.5,8.5324,-4.7568,-1637.36,-96973.12,-20.133,9173.73,127.024,,True
-1.14,0,-3.7518,1910.61,0,2.105,4.733,-4.2097,8825.64,-10.9014,-5395.65,42.76,9.2838,-6.552,-3495.16,-96942.92,-13.5897,10476.63,60.36,,False
-4.14,1,-5.372,2323.02,1,1.3063,4.157,-3.9761,7901.24,-22.8,-5331.63,60.1,11.606,-5.387,-3364.96,-96961.86,-15.249,9658.2,682.61,-10.73,False
-1.14,0,-3.7768,1661.91,1,2.643,3.2829,-4.3856,7747.04,-15.132,-5024.93,65.94,7.7174,-4.4886,-4573.36,-97226.8,-13.524,10203.33,133.099,,True
-4.14,0,-3.3404,3497.31,1,1.3462,3.3657,-3.74537,7647.64,-11.0757,-5333.13,58.76,7.62404,-5.4926,-11409.36,-96910.794,-12.6354,12761.73,1111.71,,False
-4.14,0,-4.4988,2141.37,0,2.052,2.97288,-3.9649,7903.24,-11.1795,-5348.73,69.5,7.52078,-6.38,-5520.76,-96905.306,-13.1403,11800.23,299.11,-12.8,True
-4.14,0,-3.4354,2108.25,1,3.148,3.657,-4.5631,8203.04,-12.8889,-5545.13,65.06,10.748,-5.5088,-3627.76,-97093.76,-16.629,9720.03,112.14,-14.25,True
-4.14,0,-5.84,2208.3,0,1.1931,3.8231,-3.8482,8636.68,-16.344,-5462.37,36.002,12.336,-5.9052,-2558.16,-96959.82,-12.5742,9665.7,1115.11,,False
-4.14,1,-4.3934,2167.11,1,5.027,8.085,-4.6088,5646.64,-11.4483,-5603.93,85.26,7.5651,-5.5392,-3506.76,-96883.68,-11.0769,9151.53,131.951,,False
-4.14,1,-5.808,2021.109,1,1.2446,3.6561,-4.255,8084.64,-10.8549,-5330.53,70.92,7.6808,-5.4306,-3301.56,-96972.1,-15.666,8005.53,-688.09,,False
-1.14,1,-4.2738,2566.11,0,1.05724,3.2869,-3.72988,8771.84,-15.948,-5863.43,44.046,10.536,-5.081,2786.64,-96811.84,-11.9169,9556.17,4930.61,,False
-1.14,0,-3.7162,1591.71,0,2.475,3.3438,-4.3891,8221.64,-11.1291,-5440.565,38.324,7.5825,-5.4454,-4079.1,-96923.138,-23.109,11317.53,51.13,-12.22,True
-4.14,1,-6.122,2042.4021,0,2.252,3.02866,-3.7678,8628,-11.826,-5491.3,44.326,10.026,-8.792,-329.36,-96460.4,-20.28,9906.75,148.77,,True
-4.14,1,-6.754,2049.528,0,3.127,6.754,-3.7654,7946.24,-14.298,-6409.53,37.51,7.58436,-4.5942,1526.64,-96902.524,-14.442,9532.47,85.98,-13.57,True
-4.14,0,-4.419,2012.898,0,2.018,4.306,-3.8824,8638.68,-11.3139,-5180.53,41.25,10.724,-4.565,-1689.36,-96913.224,-11.7666,8997.63,-31.89,-11.24,False
-1.14,1,-4.3014,1545.21,0,2.071,2.9739,-3.8844,4406.64,-11.0979,-6070.43,35.60424,8.9224,-4.9824,-2759.36,-96864.64,-11.145,11670.93,-80.19,,True
-4.14,0,-4.5344,2393.01,0,1.07254,3.8269,-3.7949,7406.64,-11.9496,-5162.63,49.39,8.2156,-5.0228,-2483.56,-97128.8,-12.99,8864.13,1073.51,-13.3,True
-4.14,0,-4.8618,2184.12,1,1.3966,3.8692,-5.867,7734.84,-12.0846,-5690.33,77.32,8.5072,-5.8568,-3690.96,-96925.434,-11.2233,9317.43,370.11,-14.18,True
-1.14,1,-6.216,2243.01,0,2.471,2.99747,-3.9808,8172.04,-13.914,-5582.33,48.84,9.876,-5.996,-3266.36,-96935.182,-17.514,9506.43,327.31,,True
-4.14,0,-4.21,1923.93,1,1.9925,3.4052,-4.749,6895.24,-15.246,-5616.73,69.56,9.968,-5.3268,-3897.08,-96947,-11.8227,9934.59,113.12,-13.13,True
-4.14,0,-7.784,1945.53,1,2.329,3.05379,-4.6353,8445.742,-11.2236,-5551.23,37.696,10.316,-6.84,-3728.76,-96915.246,-12.4992,11521.83,25.51,-12.5,True
-1.14,1,-4.0072,2289.63,0,1.9578,4.278,-4.4318,7743.64,-14.358,-5543.63,45.642,8.0118,-5.834,-4078.68,-96875.64,-12.3456,9954.78,344.11,-14.11,True
-4.14,1,-8.738,1942.2,1,1.1534,2.96896,-8.127,7196.24,-12.2496,-5970.83,77,10.488,-5.2372,-3898.26,-96953.72,-12.4185,10601.73,-934.39,-13.77,True
-1.14,1,-4.4124,2642.61,0,1.9236,2.9878,-3.71085,8757.84,-13.911,-5662.93,37.444,12.388,-5.5926,6636.64,-96920.274,-14.181,9273.03,473.81,,False
-4.14,0,-3.6104,1772.88,1,1.6028,2.9600292,-3.7144,8180.44,-19.539,-6077.83,51.178,8.4496,-4.7964,4666.64,-96930.448,-12.2757,9754.758,-26.29,-13.79,True
-4.14,0,-4.2484,2149.35,1,1.2342,3.00219,-3.71541,8499.24,-10.8075,-5441.949,60,8.2678,-10.418,4222.64,-96692.8,-15.231,7161.03,-198.29,,False
-4.14,0,-3.851,2530.71,0,3.886,2.965888,-4.2757,8150.04,-16.701,-5412.99,38.646,8.1108,-5.6604,-4467.96,-96082,-15.477,9902.13,223.03,,True
-1.14,0,-3.625,2576.91,1,2.33,3.3609,-4.5559,9116.84,-13.11,-5652.43,42.424,9.341,-4.8734,-2698.96,-96862.02,-12.4524,8874.93,30.46,-13.09,False
-4.14,0,-6.524,2118.48,0,2.285,4.511,-3.7594,7795.04,-13.566,-5615.73,42.262,7.57178,-6.462,-5659.96,-96954.24,-13.287,10105.23,371.61,-14.05,True
-1.14,1,-3.6448,1474.71,1,4.484,3.4972,-3.72094,8339.46,-11.4576,-5474.45,76.9,7.8536,-6.908,-4554.36,-96941.14,-14.064,11224.83,113.47,,False
-1.14,1,-5.61,2218.05,0,3.282,2.98553,-3.8067,8517.48,-14.589,-5549.53,46.574,8.8116,-6.764,-1029.36,-97059.94,-16.242,9575.52,215.44,-11.16,False
-4.14,1,-3.5782,3430.41,0,1.7322,3.2422,-7.337,8668.64,-11.6958,-5606.63,88.14,7.589,-6.27,-3772.92,-96914.154,-15.114,8671.53,487.31,-11.98,True
-1.14,1,-4.6146,1899.66,0,1.3903,4.138,-4.5341,9691.64,-11.5071,-5390.49,63.64,8.693,-6.492,-3739.16,-96964.48,-11.2161,10394.43,-189.69,,False
-1.14,1,-5.542,2017.212,1,1.8107,3.0736,-6.409,2356.64,-11.7291,-5748.93,57.58,10.75,-5.0064,-3731.76,-96918.19,-10.9311,9159.03,-59.09,,True
-4.14,0,-4.3078,2335.05,1,2.064,5.174,-3.9751,8376.5,-15.513,-5819.53,55.94,9.998,-5.2224,-2687.56,-96909.494,-12.99,9676.74,306.61,,True
-1.14,1,-5.952,1963.47,1,2.966,4.397,-4.1465,8524.34,-10.8333,-5341.53,38.3,9.982,-4.5476,-3388.36,-97084.32,-17.781,11083.23,59.34,,False
-1.14,1,-4.8626,2572.41,1,2.211,3.4739,-4.732,8066.64,-15.882,-5513.85,52.496,7.8854,-7.106,-3708.96,-96867.68,-18.642,9447.93,436.51,-13.26,True
-4.14,1,-6.648,2144.85,1,1.4885,3.0639,-4.4712,7380.84,-17.313,-5541.99,45.08,8.1262,-4.9706,-4664.16,-97005.08,-13.0632,9983.91,896.71,,False
-4.14,1,-3.3824,4956.51,1,1.1937,3.136,-4.3156,8612.62,-21.939,-5309.73,68.54,9.097,-5.1996,-3437.76,-96926.59,-18.456,9663.15,1495.61,-13.86,False
-1.14,1,-3.5136,2964.51,1,1.1374,2.962349,-3.8853,4642.64,-10.70997,-6086.23,93.1,7.58084,-4.968,-2853.36,-96909.404,-11.0352,8876.43,1809.61,,True
-4.14,0,-3.3682,3312.21,0,2.638,3.3857,-3.8299,8457.232,-11.5368,-5895.53,55.388,10.776,-5.1364,-253.36,-96913.662,-14.898,8818.23,186.72,-12.5,False
-4.14,1,-4.7336,2465.91,1,2.951,2.97188,-5.079,11750.64,-12.0087,-4104.63,103.54,8.1878,-4.37892,-3769.38,-97466.8,-11.0067,9116.13,265.01,,False
-1.14,0,-5.0572,2199.6,0,1.1029,2.98058,-4.2663,7745.44,-13.1637,-5436.25,80.32,7.8498,-5.7066,-4252.36,-95737,-12.8289,9964.86,2189.61,,True
-4.14,0,-4.282,2485.71,1,1.8731,4.255,-7.713,11208.64,-16.395,-5574.33,104.86,8.473,-5.6108,-3854.92,-96974.82,-10.84281,9659.34,415.41,,True
-1.14,0,-9.556,2051.493,0,1.09423,3.1918,-4.853,5062.64,-11.8476,-5428.92,63.4,8.5844,-5.3774,-3543.56,-96829.38,-11.1387,9050.73,-1318.39,-13.49,True
-1.14,0,-3.9018,1714.11,0,2.259,3.839,-4.812,7203.64,-16.635,-6941.63,44.88,8.9326,-4.4804,-3770.7,-96955.76,-11.5065,9923.07,92.45,-11.94,True
-1.14,0,-5.38,2090.13,0,1.8313,2.97385,-3.9165,8475.32,-11.0754,-5608.53,39.196,13.64,-5.7162,-2758.96,-96905.362,-13.4823,9864,221.77,-12.02,False
-4.14,0,-6.202,2015.616,0,3.119,3.05704,-4.875,11250.64,-12.7902,-6868.63,91.52,11.934,-4.4544,-3684.16,-97155.4,-10.82826,10017.39,142.04,,False
-4.14,1,-7.742,2152.05,1,1.3831,2.98832,-6.543,8822.04,-11.3868,-6707.63,45.516,9.83,-4.4938,-3786.2,-96922.434,-11.9703,8895.63,808.51,,True
-4.14,1,-7.272,1937.31,0,1.6473,3.1603,-3.73164,9289.04,-20.523,-5935.63,70.82,8.1778,-4.7512,-73.36,-96902.486,-11.8827,9888.24,-91.89,,True
-1.14,0,-4.3878,2314.38,0,2.179,3.4635,-3.7903,7416.24,-10.6536,-5999.93,102.78,8.5666,-5.21,-2051.96,-97162.8,-11.4666,9751.716,358.91,-12.34,False
-1.14,0,-5.886,2135.91,0,1.1966,4.67,-7.054,8976.04,-10.7841,-5468.34,46.01,8.7578,-7.252,-3633.16,-96874.3,-13.2288,2761.53,-480.59,-12.11,False
-1.14,0,-3.8874,1136.31,1,1.1146,4.799,-3.833,8552.3,-18.261,-5685.23,68.26,10.576,-5.5052,-2530.96,-96937.416,-14.643,9989.88,-1976.39,,False
-4.14,0,-7.24,2089.47,1,1.1104,3.7642,-3.9869,8162.44,-12.189,-5536.22,48.102,10.888,-7.938,-1693.36,-97048.3,-17.508,8855.73,-414.99,,True
-4.14,0,-5.1166,2279.7,0,1.6802,3.5193,-3.8483,3322.64,-11.4684,-5410.67,41.966,8.1258,-5.6018,-3463.36,-96976.24,-10.81485,9239.13,412.91,,True
-1.14,1,-7.144,2119.35,1,1.8027,3.00572,-4.0014,8868.64,-10.69275,-5926.53,57.6,7.61264,-4.3535,-4534.76,-96904.806,-11.8569,14317.53,508.21,-9.51,False
-4.14,1,-3.3944,401.61,0,3.651,3.5079,-5.294,9317.24,-16.251,-5385.06,69.86,8.4742,-5.4308,-3793.66,-96809.14,-11.727,9933.87,45.71,-13.66,False
-1.14,0,-4.2886,2132.13,1,1.3077,3.01013,-4.0968,8529.54,-14.7,-5550.33,50.88,9.3362,-6.568,-1803.36,-97088.26,-15.981,9384.33,-301.79,-12.51,False
-4.14,1,-4.5562,2426.01,0,2.699,2.99214,-4.841,9135.04,-11.9625,-5596.43,48.556,10.72,-6.754,-3431.56,-96866.64,-11.5704,8959.83,271.81,-13.51,True
-1.14,1,-8.504,2099.43,1,1.05491,2.97815,-5.171,4982.64,-13.3605,-5475.41,43.434,9.732,-7.874,-3932.278,-97003.52,-11.1561,9776.859,3302.61,,False
-4.14,1,-6.26,2107.95,1,1.7309,3.3787,-3.8194,9620.64,-11.7168,-5158.33,59.4,8.3946,-4.9232,-3345.96,-96867.28,-11.1291,9799.722,225.62,,False
-4.14,0,-8.86,2059.077,0,2.631,3.00249,-4.0915,8493.22,-19.086,-5442.188,57.78,10.7,-9.484,-2703.76,-96986.3,-13.5729,9668.34,74.11,,False
-1.14,1,-4.265,2238.75,0,2.352,4.994,-4.922,6498.64,-13.4502,-6167.33,48.334,8.917,-4.7708,-3808.2,-96863,-11.3094,9835.62,265.61,-13.21,True
-4.14,0,-3.752,2281.17,0,2.481,3.03582,-3.9565,9414.24,-11.5383,-5432.04,53.896,10.942,-5.5974,-4857.76,-96470.4,-11.0985,11078.73,280.71,,False
-1.14,1,-4.131,2153.16,1,2.247,3.2502,-6.553,8548.42,-13.4379,-5155.23,53.228,8.2832,-4.6286,-3991.36,-96955.12,-17.418,10115.13,241.01,,False
-4.14,0,-5.186,2083.98,1,1.7938,2.9605817,-4.0677,9051.24,-10.64685,-5534.18,79.92,8.2516,-7.366,-3901.4,-96919.622,-11.1927,15496.53,364.81,,True
-4.14,1,-7.132,1989.15,1,1.8624,3.65,-4.4864,7980.64,-11.7201,-5433.07,49.676,9.644,-4.6318,-3896.52,-97245.8,-14.484,10351.23,2.91,,False
-1.14,1,-3.31162,3945.21,1,4.36,2.97049,-4.062,7967.84,-12.2643,-5632.83,39.708,9.1456,-6.1082,-2879.36,-97063.46,-13.818,9321.93,166.21,-13.62,True
-4.14,0,-7.738,2066.046,0,1.9482,4.511,-3.8625,6871.84,-11.8017,-5765.53,48.134,9.3684,-5.3234,-4658.56,-96719.94,-11.8353,10605.33,356.71,,True
-1.14,0,-6.39,2084.25,1,1.4201,2.9600888,-4.1416,8529.18,-14.784,-5176.13,59.04,8.1626,-4.4468,-2822.36,-96934.23,-12.7071,9540.99,-64.09,,False
-4.14,1,-5.1174,2200.71,0,1.1997,3.4392,-4.1013,6493.84,-18.687,-6022.43,57.08,9.343,-4.664,-2924.16,-96951.92,-11.2722,9658.11,562.81,-14.44,False
-4.14,0,-5.222,2212.56,0,2.497,2.9600298,-4.3661,7365.04,-14.649,-5512.41,91.66,8.9616,-6.522,-4427.56,-96933.648,-13.1163,9978.24,336.21,-13,True
-4.14,1,-5.83,2254.35,1,1.1887,3.1524,-5.028,7716.84,-16.521,-5203.33,43.8,9.4348,-4.8404,-3809.84,-96883,-13.824,9561.69,910.01,,False
-4.14,0,-5.754,2088.42,0,1.319,3.933,-4.1491,8366.16,-15.708,-5435.35,42.06,9.494,-8.7,-3557.36,-96347.2,-12.3852,9766.521,206.46,-12.59,False
-4.14,1,-4.0732,2378.61,0,4.224,4.369,-4.4688,7711.04,-10.8957,-5673.53,37.4098,9.3588,-4.9558,-4037.2,-96775.48,-12.2154,10892.43,205.27,-13.22,True
-1.14,1,-8.518,2002.95,0,1.07574,3.3566,-6.033,3986.64,-16.383,-5375.67,47.324,8.4488,-4.7406,-4121.18,-96271.4,-11.1522,10086.63,434.51,-13.67,True
-4.14,0,-3.5274,2454.81,1,1.08859,3.1931,-3.73386,8565.08,-14.157,-5403.12,66.66,10.702,-5.4908,2052.64,-96570.2,-11.7705,9526.35,-513.99,-11.58,False
-4.14,0,-4.6178,1486.41,0,3.798,3.1134,-4.108,8254.06,-14.619,-5558.63,60.24,8.5736,-7.62,-3682.56,-96908.296,-14.682,10302.93,31.87,-13.22,False
-1.14,1,-6.66,1978.53,0,1.6257,3.05477,-5.814,8455.202,-11.5779,-5474.17,50.13,7.686,-4.7172,-3893.68,-96862.56,-12.1809,10603.53,3.21,,False
-4.14,1,-4.1272,2742.51,0,1.1114,5.046,-6.139,-7725.36,-11.0796,-5386.11,70.16,10.018,-5.0356,-3850.24,-96964.04,-10.74414,7313.13,2065.61,,False
-1.14,0,-3.677,2334.75,1,1.5661,3.3003,-4.271,8937.24,-11.1174,-5496.38,50.906,9.3396,-9.24,-3387.56,-96906.426,-11.1387,9675.54,300.41,,False
-4.14,0,-3.499,3552.51,0,1.4458,3.9239,-4.1424,7954.64,-18.828,-5488.67,40.906,9.3726,-9.274,-3291.16,-96881.48,-15.21,9634.5,581.11,,True
-1.14,1,-4.4732,2128.74,0,2.205,3.2373,-4.4421,8613.44,-14.496,-5861.53,46.224,9.2768,-4.8692,-3057.16,-96903.03,-15.924,9562.05,112.01,-12.7,False
-1.14,0,-5.356,1960.2,0,1.9265,3.303,-4.87,7988.24,-13.035,-5504.9,41.688,8.6256,-8.432,-3805.38,-96958.02,-13.809,10041.54,75.03,,True
-1.14,1,-4.1348,2326.23,0,4.123,4.49,-4.207,8540.04,-13.1754,-5470.71,57.46,7.8224,-6.1462,-4386.16,-96885.3,-15.261,10195.83,224.03,-12.94,False
-4.14,1,-4.4136,1954.62,1,1.3383,4.453,-7.753,8578.24,-15.606,-5432.15,91.38,7.8678,-8.704,-3920.844,-96854.76,-12.0828,9914.31,8.11,-12.43,False
-4.14,0,-4.9314,2461.41,1,3.316,3.3984,-3.7622,8661.24,-13.911,-5785.13,70.5,8.7982,-5.0338,-613.36,-96902.938,-15.804,9488.55,300.31,-13.09,True
-4.14,1,-5.162,2255.07,1,1.07492,3.2114,-4.0855,8719.84,-10.8999,-5671.33,79.6,8.0866,-5.3802,-3998.76,-96931.872,-13.905,11215.23,5114.61,-11.07,False
-4.14,1,-6.142,1982.46,0,1.3389,3.3163,-3.9818,8097.84,-20.07,-5404.37,38.276,9.902,-6.472,-3443.56,-96946.7,-15.348,9796.29,-351.79,,False
-1.14,0,-5.512,2128.02,0,1.3598,3.3123,-5.12,8166.04,-10.9773,-6161.23,55.68,7.9052,-4.63,-3992.72,-96983.44,-16.101,11233.83,750.81,,True
-1.14,0,-6.812,2068.515,0,1.259,3.3063,-4.0381,7060.24,-13.563,-5460.86,35.655,8.0942,-6.992,-3738.56,-96998.76,-11.5275,9845.67,319.91,,True
-4.14,0,-5.482,2131.65,0,1.8859,3.1999,-4.0626,8506.5,-12.1842,-5415.22,45.69,8.6418,-6.0788,-2623.76,-96927.266,-12.2622,9118.53,73.82,-12.92,False
-4.14,1,-4.5688,2399.01,1,2.54,4.11,-5.414,6172.64,-20.511,-7907.63,44.384,7.9314,-4.3704,-3724.96,-96920.282,-11.4546,9666.09,266.71,-11.85,False
-1.14,1,-3.888,1626.51,0,3.013,3.8638,-3.8825,7433.44,-11.4795,-5536.66,54.426,10.114,-7.876,-3407.76,-96924.058,-12.6864,10775.43,84.52,,True
-1.14,1,-7.148,2155.89,1,4.122,3.0945,-4.0534,8157.04,-11.1342,-5040.23,65.04,7.9536,-4.623,-3582.56,-96220.8,-16.788,8422.83,166.79,-10.52,False
-1.14,1,-3.4162,2448.81,1,1.6554,2.98612,-3.9961,8797.84,-14.613,-5503.07,44.454,8.8224,-7.354,-3954.148,-96868.5,-13.1157,10014.18,417.21,,True
-4.14,1,-10.602,2017.977,1,3.211,3.04782,-4.0581,8612.12,-11.6265,-5745.13,38.746,8.5254,-5.1878,-3055.76,-96907.118,-12.6732,10212.03,106.92,-14.33,True
-1.14,0,-4.9634,2084.1,0,5.588,3.119,-6.128,8663.04,-10.7427,-5587.93,60.96,9.888,-5.441,-3952.182,-96886.32,-15.018,13957.53,168.53,-12.23,False
-1.14,0,-4.3362,2442.21,1,1.2609,3.816,-4.3419,7242.24,-10.9824,-5526.13,57.28,8.927,-6.794,-3726.36,-96899.704,-12.0357,8827.23,1063.81,-15.41,True
-1.14,1,-12.216,2108.49,0,1.7823,3.8162,-4.5484,11590.64,-13.2636,-6351.13,52.742,8.0742,-4.6332,-3120.16,-96939.26,-10.82763,9162.03,418.21,,False
-1.14,0,-5.0388,2018.478,1,1.2087,3.1356,-5.794,8651.24,-12.0831,-5394.16,40.23,8.56,-7.008,-3876.34,-96980.76,-14.607,10060.2,-49.59,,False
-4.14,1,-7.586,2064.816,0,1.3433,4.5,-4.0261,8499.44,-11.1591,-5508.59,66.88,11.292,-5.471,-1139.36,-96959.76,-18.129,6679.53,-511.29,,True
-1.14,0,-4.1728,2558.01,0,2.163,2.964061,-4.715,8778.44,-14.325,-5709.63,38.624,7.768,-5.349,-3434.16,-97448.8,-11.8644,9471.63,323.21,-12.66,True
-1.14,1,-4.0838,2210.1,0,1.2509,3.2623,-4.1693,310.64,-14.946,-5286.03,65.86,10.21,-4.4794,-4718.56,-96902.732,-10.86153,10042.65,890.31,,True
-4.14,1,-5.31,2168.07,0,2.055,3.00954,-3.7564,8542.44,-12.2022,-7128.63,37.432,8.4302,-4.39578,974.64,-96906.922,-12.0669,9331.53,217.15,,True
-4.14,1,-6.842,2167.08,0,1.6126,2.962325,-5.583,7751.24,-13.65,-5647.33,73.38,10.152,-5.6808,-3685.16,-97066.78,-12.1935,9396.63,400.81,,True
-1.14,0,-3.4908,2411.61,1,2.708,3.04922,-3.7748,8556.06,-11.6043,-5441.828,77.66,7.6836,-5.5178,-6851.36,-96887.88,-12.8577,11205.63,270.81,,False
-1.14,1,-4.9288,2534.61,1,1.6941,3.7151,-4.386,11144.64,-11.1078,-5198.23,72.4,10.46,-5.0116,-3331.56,-96936.886,-11.2734,6870.63,566.61,-12.65,False
-4.14,0,-11.624,2038.2126,0,2.089,3.03935,-4.875,8591.78,-10.9056,-5391.81,73.36,9.924,-7.388,-4186.56,-96915.987,-11.5986,13186.53,214.33,-11.47,False
-4.14,0,-3.3199,5355.81,0,1.5005,2.99847,-3.9765,8554.16,-18.492,-5465.19,58.92,10.108,-6.962,-2483.16,-96921.498,-12.2688,9593.22,510.61,-10.98,False
-1.14,1,-5.812,1938.9,1,2.096,2.97303,-4.4693,-1739.36,-14.232,-5388.36,46.568,9.636,-4.951,-4152.96,-97058.04,-10.86744,10089.33,29.97,-10.97,False
-1.14,0,-3.5804,2536.71,1,2.977,3.068,-4.705,8582,-19.191,-5564.43,51.544,7.9334,-5.8928,-2967.56,-96764.12,-18.6,9546.24,77.99,-13.11,False
-4.14,1,-3.7218,1458.51,1,2.247,3.3989,-4.98,9106.24,-16.371,-5661.33,39.832,9.1086,-5.221,-3734.36,-96900.186,-12.3081,9957.18,49.97,,True
-4.14,1,-4.734,2187.87,1,1.1025,2.9600754,-8.094,16934.64,-11.0655,-5605.33,52.744,8.7482,-5.2816,-3733.16,-96961.82,-10.75092,6939.03,-430.69,,False
